3/25/11,12106.47
4/1/11,12304.79
4/8/11,12402.04
4/15/11,12308.53
4/22/11,12356.97
4/29/11,12668.01
5/6/11,12712.27
5/13/11,12673.35
5/20/11,12541.1
5/27/11,12395.29
6/3/11,12314.94
6/10/11,12057.2
6/17/11,11978.45
6/24/11,12072.93
7/1/11,12298.16
7/8/11,12643.15
7/15/11,12472.22
7/22/11,12590.01
7/29/11,12356
8/5/11,11744.77
8/12/11,11036.38
8/19/11,11221.45
8/26/11,11157.3
9/2/11,11489.31
9/9/11,11210.53
9/16/11,11271.19
9/23/11,11087.96
9/30/11,11062.56
10/7/11,10926.08
10/14/11,11498.19
10/21/11,11565.85
10/28/11,11985.79
11/4/11,11895.34
11/11/11,12013.4
11/18/11,11929.52
11/25/11,11382.59
12/2/11,11832.75
12/9/11,12125.26
12/16/11,11907
12/23/11,12088.25
12/30/11,12236.84
1/6/12,12397.86
1/13/12,12439.54
1/20/12,12601.37
1/27/12,12707.32
2/3/12,12714.15
2/10/12,12859.79
2/17/12,12877.44
2/24/12,12968
3/2/12,12979.31
3/9/12,12877.85
3/16/12,13163.37
3/23/12,13132.16
3/30/12,13184.69
4/6/12,13149.73
4/13/12,12857.42
4/20/12,13012.61
4/27/12,13090.48
5/4/12,13201.28
5/11/12,12890.26
5/18/12,12547.55
5/25/12,12497.6
6/1/12,12378.14
6/8/12,12331.87
6/15/12,12580.1
6/22/12,12723.58
6/29/12,12629.34
7/6/12,12871.09
7/13/12,12668.86
7/20/12,12841.48
7/27/12,12795.68
8/3/12,13005.56
8/10/12,13166.98
8/17/12,13206.33
8/24/12,13172.68
8/31/12,13085.34
9/7/12,13170.52
9/14/12,13408.85
9/21/12,13574.42
9/28/12,13470.62
10/5/12,13535.52
10/12/12,13411.48
10/19/12,13485.09
10/26/12,13147.33
11/2/12,13140.75
11/9/12,12983.51
11/16/12,12654.58
11/23/12,12857.76
11/30/12,12975.6
12/7/12,13036.21
12/14/12,13193.9
12/21/12,13268.18
12/28/12,13072.02
1/4/13,13335.82
1/11/13,13412.66
1/18/13,13559.83
1/25/13,13803.21
2/1/13,13923.43
2/8/13,13956.58
2/15/13,13985.6
2/22/13,13961.1
3/1/13,13980.76
3/8/13,14280.88
3/15/13,14481.18
3/22/13,14470.63
3/29/13,14528.03
4/5/13,14591.31
4/12/13,14763.88
4/19/13,14611.84
4/26/13,14675.26
5/3/13,14833.01
5/10/13,15066.26
5/17/13,15234.05
5/24/13,15325.53
5/31/13,15288.07
6/7/13,15136.18
6/14/13,15120.42
6/21/13,15033.6
6/28/13,14852.82
7/5/13,15007.94
7/12/13,15348.38
7/19/13,15499.78
7/26/13,15553.99
8/2/13,15565.7
8/9/13,15505.07
8/16/13,15280.4
8/23/13,14977.11
8/30/13,14839.67
9/6/13,14906.2
9/13/13,15251.5
9/20/13,15557.82
9/27/13,15319.15
10/4/13,15104.71
10/11/13,14975.79
10/18/13,15322.88
10/25/13,15470.54
11/1/13,15605.87
11/8/13,15672
11/15/13,15838.66
11/22/13,15983.73
11/29/13,16082.27
12/6/13,15930.97
12/13/13,15867.4
12/20/13,16065.6
12/27/13,16402.61
1/3/14,16498.07
1/10/14,16460.12
1/17/14,16397.86
1/24/14,16216.06
1/31/14,15810.54
2/7/14,15536.18
2/14/14,15988.5
2/21/14,16101.87
2/28/14,16235.91
3/7/14,16359.74
3/14/14,16256.91
3/21/14,16287.88
3/28/14,16300.17
4/4/14,16509.71
4/11/14,16227.23
4/18/14,16317.3
4/25/14,16465.68
5/2/14,16527.34
5/9/14,16516.88
5/16/14,16592.6
