4738,4.7,-50.8
4738,2.5,-51
4738,4.2,-53.7
4738,-0.2,-54.1
4781,3.9,-51.6
4783,10.5,-51.7
4804,1,-48.9
4804,0.7,-51.2
4804,3,-53.3
4804,0.7,-51.6
4849,5.4,-54.2
4860,10.6,-52.7
4871,-10,-51.3
4871,0.1,-52.7
4871,3.7,-54.2
4871,6.6,-57.5
4918,5.4,-54.8
4941,8.2,-54.8
4941,-1.3,-51.4
4941,-0.3,-54.4
4941,-10.6,-60.1
4941,3.2,-57.8
4991,3.2,-56.1
5011,0.2,-53.6
5011,-0.2,-55.1
5011,0.2,-55.4
5019,-2.5,-57.5
5057,4.7,-55.3
5076,4.5,-57.5
5076,0.1,-52.4
5076,2.1,-55.3
5076,2.2,-53.1
5079,3.1,-54.5
5082,5.9,-54.3
5085,4.1,-56.3
5088,4.1,-58.2
5092,-5.6,-57.9
5092,5.2,-58.2
5126,4.8,-56.5
5142,-0.9,-53.7
5142,-1.6,-54
5155,7.4,-57.9
5162,0.2,-56.2
5177,4.8,-59.6
5191,3.3,-56
5207,-3.6,-55.1
5207,-4.7,-55.1
5233,7.8,-58.9
5235,-1.8,-55.6
5259,2.5,-56.3
5263,4.8,-57.8
5272,-1.6,-54.6
5272,-4.4,-54.3
5307,1,-55.6
5323,1.4,-51.8
5335,-4,-53.5
5335,-2.4,-52.4
5346,8.5,-57.7
5379,1.7,-55.9
5387,8.3,-59.2
5389,3.3,-55.5
5400,-7.6,-53.3
5454,0.7,-58.3
5460,0.3,-55.1
5472,3.7,-58.7
5472,-0.3,-55.5
5472,-2.9,-55.3
5472,0.7,-58.8
5535,-0.3,-58.8
5535,4.9,-58.8
5544,-1.6,-56.5
5544,-2.1,-54.5
5556,5.4,-58.7
5559,10.3,-57.5
5609,0.2,-54.2
5618,-5.2,-52.4
5618,-1.2,-50
5618,1,-54.9
5648,7.1,-54.3
5683,-0.1,-52.6
5686,0,-55.1
5691,-2.6,-51.1
5691,-0.7,-55.7
5727,16.8,-50.6
5745,-0.1,-55
5757,1.7,-52.1
5763,-1.4,-50.7
5763,1.3,-54.5
5796,5.3,-54.4
5809,-0.6,-52
5820,4.9,-56.6
5832,0,-53.9
5835,-4.4,-51.7
5835,2.2,-55.6
5861,0.9,-55.8
5864,-1.9,-52.8
5893,-1.1,-56.3
5895,6.8,-59.3
5895,-2.4,-55.2
5895,2.2,-58.2
5917,-2.5,-55.8
5920,2.9,-56.8
5956,-3,-53.9
5956,-1.3,-54.9
5956,-3.2,-59
5966,2.4,-56.3
5968,-8.9,-54.9
5975,4.4,-53.9
6006,-4.8,-53.8
6006,-2.5,-57.5
6006,-3.5,-54.4
6012,-6.9,-53.7
6023,-11.3,-56.5
6026,3.9,-59.9
6055,-5,-55.6
6055,-5.5,-54.5
6055,-0.7,-57.3
6055,-5.1,-53.6
6071,-2,-56.2
6085,6.1,-56.2
6102,-5.7,-56
6104,-3.8,-55.8
6104,-1,-60.9
6104,-0.7,-59.5
6118,-1.9,-58.6
6143,6.2,-61.9
6147,-3.2,-56.5
6152,-5.2,-59.3
6152,0,-59.9
6166,-0.1,-60.8
6194,-4.7,-58.2
6202,7.1,-61.9
6202,-5,-57.4
6202,-0.2,-60.7
6202,-3.2,-56
6214,0.3,-60.4
6242,-3.1,-57.9
6252,1.1,-60.6
6252,-5.8,-59.1
6261,4.3,-60
6261,-5.3,-58.5
6286,-1,-58.2
6300,-2.4,-58.3
6300,0.6,-61.7
6300,-4.9,-59
6308,-3.5,-61
6319,3.3,-61.2
6332,2.5,-59
6347,0.4,-59.1
6347,3.3,-61.7
6347,-5,-59.7
6355,-1.8,-61.4
6378,9.3,-61
6380,-2.5,-58.7
6398,-0.8,-58.5
6398,2.6,-62.2
6398,-4.1,-60.1
6404,0.1,-60.3
6427,-0.1,-58.2
6439,5.4,-59.4
6449,1.9,-56.2
6449,5.6,-61.2
6449,-3.8,-58.5
6453,0.7,-61.8
6476,0.5,-59.8
6501,7,-60.3
6501,3.4,-57.2
6501,3.6,-62.6
6501,-2.8,-61.1
6504,1.5,-63.4
6526,0.2,-58.8
6553,0.1,-59.1
6553,1.4,-62.9
6553,-2.2,-62.6
6555,2.7,-64.3
6566,5.9,-63.2
6581,1.9,-60
6615,1.2,-57.1
6615,3.7,-64.3
6615,-3.4,-62.4
6615,0.6,-63.4
6638,-1,-62.1
6640,7.2,-62.6
6677,0.1,-61.7
6677,1.2,-64.2
6677,-5.4,-63.6
6682,-0.6,-65.3
6696,2.3,-62
6712,8.2,-65.6
6735,-0.1,-61.7
6735,-1.5,-64.9
6735,-7,-63.9
6744,-0.4,-64.8
6752,-3.5,-61
6782,0.4,-64.5
6794,-1.4,-59.7
6794,2.9,-63.3
6794,-5.5,-64
6806,0,-59.4
6808,0,-63.8
6855,3.5,-63.4
6855,-1.7,-58.9
6855,-5.7,-61.3
6864,0.1,-61.8
6867,5.1,-62.1
6873,-1.4,-63
6916,-3.4,-59.5
6916,-7,-61.3
6924,-1.5,-62.1
6930,3.9,-62.1
6943,-2.2,-63.3
6944,0.6,-63.9
6986,-3,-62.1
6986,-4.8,-60.3
6989,-5.2,-58.5
7015,6.8,-63
7019,-2.2,-63
7057,-2.4,-59.3
7057,-3.9,-60.1
7057,-1.2,-61.9
7057,-6.1,-59.7
7093,-3.4,-61.6
7098,3.8,-59.5
7118,-0.2,-58.8
7126,-5.5,-60.6
7126,-3.9,-62
7126,-4.9,-60.1
7169,0.5,-62.6
7179,-0.8,-57.7
7182,0.9,-58.3
7196,-5.6,-61.6
7196,3.2,-61.4
7196,-4.5,-60
7238,2.4,-59.8
7242,-0.9,-62.1
7262,0,-59.6
7262,-6.2,-61.8
7262,2.5,-61.6
7262,-4.5,-61.7
7293,-1.4,-58.6
7312,-0.7,-61
7327,-3.9,-61.4
7327,5.5,-59.9
7327,-2.1,-60.4
7351,0,-57.9
7383,1.4,-61.9
7393,-3.1,-61
7393,5.6,-61.2
7393,-0.9,-60.5
7409,0.3,-58.2
7454,2.9,-62.9
7459,-5.7,-60.6
7459,0.9,-62.2
7459,-2.3,-60.1
7467,3.2,-59.6
7479,-0.6,-56.9
7532,1,-58
7532,-7.4,-64.2
7532,1.2,-64.5
7532,-2.1,-61.9
7532,0.5,-62.3
7570,-0.3,-58.8
7590,-2.6,-57.6
7605,3.5,-62.5
7605,3.1,-59.8
7605,-0.3,-58.1
7605,-0.1,-60.6
7651,-0.3,-56
7663,0,-57.6
7681,1.4,-60.9
7681,2.2,-59.9
7681,-1,-56.4
7681,-0.4,-60.7
7712,3,-57.6
7758,-0.5,-55.9
7758,-0.9,-60.4
7758,0,-60.3
7758,-0.3,-58.5
7758,0.2,-60
7773,4.9,-57.6
7832,3,-56
7832,1.9,-60.4
7832,1.6,-59.4
7832,-3.6,-61.8
7832,0.7,-61.1
7906,2.5,-56.9
7906,5,-61.8
7906,2,-58.4
7906,-1.9,-60.1
7906,1.1,-62.4
7942,-7.8,-57.4
7981,3.8,-57.5
7981,6.1,-59.6
7981,4,-60.1
7981,-3.3,-61.2
7981,2.9,-61.9
8035,-10.1,-61.3
8056,6.2,-57.9
8056,7.6,-60.1
8056,-0.2,-62.9
8056,1.7,-59.8
8056,3.1,-60.3
8128,-6.9,-60.8
8131,2.3,-55.4
8131,7.4,-61.1
8131,-0.7,-62.5
8131,2.2,-61.3
8131,3.8,-61.7
8204,3.6,-57.3
8204,2.9,-62.5
8204,1.5,-60
8204,6.7,-62.2
8204,2.5,-59.3
8216,-5.5,-57.6
8280,0.1,-55.6
8280,3.3,-60.2
8280,0.6,-59.3
8280,0.4,-59.9
8280,4.6,-61.8
8310,-6.2,-55.8
8356,3.3,-58.7
8356,0.4,-62.1
8356,-9.1,-59.3
8356,-0.8,-61
8356,0.2,-60.5
8387,-12.9,-59.1
8404,3.7,-57.8
8404,-0.2,-64
8404,-3.6,-61.6
8404,2.9,-61.5
8404,-0.9,-63.1
8445,6.6,-58.7
8447,2,-59.7
8453,2.4,-61.8
8453,-4.5,-62.7
8453,2.4,-60.1
8453,2,-63.5
8486,2.7,-58.2
8499,0.1,-61.1
8499,-7,-62.1
8499,1.3,-59.2
8499,3.9,-62.1
8504,3.4,-58.8
8524,-2.1,-57.9
8544,1.1,-61.1
8544,-1.7,-62.1
8544,1.7,-58.8
8544,1.8,-63.2
8562,1.8,-59.5
8566,2.8,-58.1
8594,0.5,-59.8
8594,-1.5,-61.1
8594,1.5,-60.1
8594,0.3,-61.8
8608,-0.3,-58.8
8625,0.3,-58.8
8645,0.1,-60.2
8645,-2.2,-60.8
8645,1.5,-60.9
8645,0.3,-62.1
8654,1.1,-59.2
8694,4.4,-59.6
8704,3.9,-60.3
8704,4.6,-57.8
8704,-4.8,-59.6
8704,5.7,-57.8
8704,6.8,-62.7
8762,0,-60.6
8762,2.7,-59.1
8762,5.1,-60.9
8765,5.8,-57.9
8799,9.1,-65.5
8823,-5.5,-60
8823,0.1,-60.7
8823,2.2,-63.2
8823,0.1,-62.8
8840,0.9,-58.9
8884,-5.4,-59.4
8884,1.4,-59.4
8884,-2.8,-62.2
8884,1.3,-59.8
8895,9.9,-64.4
8914,-2.4,-63.5
8932,1.1,-65.3
8941,-6.7,-59.4
8941,-0.6,-61.2
8941,0.9,-62.6
8941,4.2,-63
8968,1.5,-62.5
8984,-0.2,-64.4
8998,-1.1,-60.9
8998,-1.2,-64.4
8998,-0.6,-64.4
8998,-1,-68.3
9004,0.9,-66
9040,-4.5,-67.3
9056,-6.6,-67.4
9056,-5.4,-64
9056,-5.6,-64.6
9056,-3.7,-65.8
9056,-1.9,-64.7
9077,-8.5,-70
9112,-7.9,-66.3
9114,-10,-65.8
9114,5,-64.3
9114,0.2,-67.4
9114,-15.6,-65.1
9126,11.5,-55.6
9166,-20.4,-66.3
9170,-2.6,-64.1
9173,-14.8,-60.6
9173,-1,-59.3
9175,3.6,-62.3
9194,-4.9,-62.8
9223,-11,-64
9225,1.6,-65
9232,2.4,-63.1
9240,1.2,-63.4
9268,-0.3,-67.7
9283,-10,-65.3
9285,-6.2,-64.8
9296,6.4,-61.9
9296,-1.7,-58.5
9343,-3.6,-62.9
9345,-4.7,-56.2
9346,-9.6,-61.5
9361,-3.5,-63.8
9361,-4.8,-57.9
9405,-8.2,-60.9
9406,-6,-59.6
9420,-1.7,-56.8
9425,-14.2,-65.1
9425,-1.3,-55.9
9467,-2.3,-59.9
9467,2.4,-63.3
9489,6.8,-59.5
9489,-2.5,-58.1
9497,-14.5,-54.8
9525,-3.8,-60.3
9527,-1.1,-61.6
9553,13.1,-58.3
9553,-1.9,-58.9
9573,-9.4,-57.7
9585,-4,-59.4
9586,2.3,-66.8
9616,2.3,-63.9
9616,-4.7,-57.5
9647,-4.8,-61.6
9647,-12.3,-63.4
9647,-3.5,-59
9681,-2.3,-57.3
9708,-2.7,-59.3
9709,-1.4,-59.5
9725,2.2,-56.8
9746,-1.9,-55.5
9770,2.2,-56.6
9770,2.8,-56.1
9805,10.9,-54.7
9832,-14.1,-55.7
9835,3.2,-57.1
9859,0.6,-59
9880,-0.7,-47.6
9885,-1.3,-53
9898,8.1,-49.7
9946,4,-53.4
9958,4.1,-53.9
9960,-8.2,-43.2
10010,3.8,-54.4
10040,1.1,-59.2
10047,6.9,-47.4
10094,1.4,-54.2
10105,-1.6,-57.8
10149,-7.7,-60.2
10152,-1.8,-57.6
10179,3.1,-59
10184,-2.4,-57.8
10271,-11.4,-52.3
10294,1.3,-56.4
10294,-0.7,-55.8
10296,2.8,-57.4
10408,-17.9,-51.5
10408,-0.9,-50.8
10408,1.3,-53.8
10450,0.1,-55.7
10528,-0.8,-54.2
10610,2.5,-58.1
10648,1.5,-54.4
10648,-2.1,-58.3
10662,-12,-51.4
10766,4.6,-56.4
10766,2,-56
10767,-3.6,-58.5
10884,5.6,-58.2
10923,-2.5,-61.3
10997,2.5,-54.7
11033,16.8,-54.4
11072,-11.1,-55.2
11108,11.7,-54.9
11108,-0.5,-55.2
11214,9.8,-60.6
11214,-1.1,-60.1
11215,-0.7,-59.6
11260,11.8,-63.1
11319,13.1,-59.8
11353,-3.6,-61
11372,-35.7,-70.6
11421,15.2,-53.7
11482,-5.1,-50.7
11489,2.9,-58.5
11522,7.2,-60.8
11563,-11.3,-57.2
11585,8.1,-61.2
11585,-18.7,-66.3
