20 20 20 86.4945 12.2780869744
20 20 21 88.023 12.5350497007
20 20 22 89.55425 12.7054233278
20 20 23 91.03975 12.8103120546
20 20 24 92.4785 12.8828175393
20 20 25 93.8915 12.7794631245
20 20 26 95.19325 12.4479508128
20 20 27 96.39725 11.9495383776
20 20 28 97.5345 11.3177188404
20 20 29 98.65475 10.6797367682
20 20 30 99.7055 10.0519062744
20 20 31 100.6905 9.41966080865
20 20 32 101.608 8.84862057046
20 20 33 102.4075 8.32575784839
20 20 34 103.112 7.79887850912
20 20 35 103.73175 7.34215002145
20 20 36 104.2695 7.02961376962
20 20 37 104.744 6.87244236062
20 20 38 105.18625 6.78354891908
20 20 39 105.61275 6.8248122639
20 20 40 106.07525 6.91778956297
20 20 41 106.618 7.11303563888
20 20 42 107.241 7.44367308524
20 20 43 107.9565 7.93843547243
20 20 44 108.71575 8.51477110306
20 20 45 109.54025 9.15191263821
20 20 46 110.5225 9.77603159518
20 20 47 111.6525 10.3531851983
20 20 48 112.95825 10.9044592685
20 20 49 114.35225 11.428866739
20 20 50 115.8425 11.9335721287
20 20 51 117.39725 12.3432397464
20 20 52 118.997 12.6594230121
20 20 53 120.63225 12.748781704
20 20 54 122.2785 12.5879024365
20 20 55 123.894 12.2249402453
20 20 56 125.39425 11.6760306585
20 20 57 126.80225 11.0420953599
20 20 58 128.1545 10.3351719749
20 20 59 129.37025 9.59634513435
20 20 60 130.47975 8.90874373509
20 20 61 131.4075 8.33626977431
20 20 62 132.12525 7.95055264982
20 20 63 132.65025 7.7521996838
20 20 64 133.02325 7.73803492093
20 20 65 133.24475 7.88396299062
20 20 66 133.3075 8.2233201172
20 20 67 133.236 8.66531615119
20 20 68 133.0225 9.2129959161
20 20 69 132.65875 9.82002919739
20 20 70 132.15025 10.3863443972
20 20 71 131.546 10.8911240926
20 20 72 130.88425 11.2843243899
20 20 73 130.214 11.5837150345
20 20 74 129.61575 11.8013188643
20 20 75 129.06725 11.99178062
20 20 76 128.5575 12.1749309546
20 20 77 128.0085 12.3226144852
20 20 78 127.3825 12.4279319981
20 20 79 126.718 12.4934413193
20 20 80 126.00375 12.4688496237
20 20 81 125.3345 12.387326578
20 20 82 124.76275 12.2753609901
20 20 83 124.27275 12.1516287977
20 20 84 123.91425 11.9853065016
20 20 85 123.704 11.8240785688
